Brand Cockpit - Level 1,Brand Cockpit - Level 2,Platform,Global / Local,MU,Category,Month,Year,Data,Scenario,Value
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,May,2017,Vol,Plan,"192,136.30"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,May,2017,Vol,LY,"192,152.50"
Other Juice,IVI Juices,Other,Local,Spain,Beverages,Aug,2017,Vol,Plan,"192,192.60"
Lipton,Lipton,RTD,Global,Spain,Beverages,Jun,2017,Vol,Plan,"192,229.50"
Pepsi,Pepsi Black,Colas,Global,Switzerland,Beverages,Apr,2017,NR,Plan,"192,322.20"
Lipton,Lipton,RTD,Global,Spain,Beverages,May,2017,Vol,Plan,"192,350.30"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Mar,2017,Vol,LY,"192,455.70"
Other CSD,IVI Local flavors,Flavors,Local,Portugal,Beverages,Dec,2017,Vol,LY,"192,500.50"
Sunbites,Cracker,Other,Global,Poland,Snacks,Jul,2017,NR,LY,"192,504.00"
Pepsi,Pepsi Max,Colas,Global,Portugal,Beverages,Oct,2017,NR,Plan,"192,583.80"
Lipton,Lipton,RTD,Global,France,Beverages,Dec,2017,Vol,Plan,"192,601.30"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,Mar,2017,Vol,LY,"192,637.30"
Chipita,Baked Rolls,Other,Local,France,Snacks,Apr,2017,Vol,Actual,"192,753.70"
Chipita,Baked Rolls,Other,Local,France,Snacks,Apr,2017,Vol,Fcst,"192,753.70"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Nov,2017,Vol,LY,"192,770.30"
Quaker,Oats,Other,Global,Belgium,Snacks,Aug,2017,NR,LY,"192,777.30"
Chipita,Baked Rolls,Other,Local,France,Snacks,Jul,2017,Vol,Actual,"192,782.30"
Chipita,Baked Rolls,Other,Local,France,Snacks,Jul,2017,Vol,Fcst,"192,782.30"
Chipita,Sweets,Other,Local,Germany,Snacks,Jul,2017,Vol,Plan,"192,968.30"
Quaker,Oats,Other,Global,Belgium,Snacks,Jun,2017,NR,Actual,"192,975.10"
Quaker,Oats,Other,Global,Belgium,Snacks,Jun,2017,NR,Fcst,"192,975.10"
Mirinda,Mirinda,Flavors,Global,France,Beverages,Feb,2017,Vol,Plan,"193,002.20"
Pepsi,Reg. Pepsi,Colas,Global,Spain,Beverages,Jul,2017,Vol,Plan,"193,053.50"
Mirinda,MirindaFlav,Flavors,Global,France,Beverages,Aug,2017,Vol,Actual,"193,085.10"
Mirinda,MirindaFlav,Flavors,Global,France,Beverages,Aug,2017,Vol,Fcst,"193,085.10"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Spain,Snacks,Jun,2017,Vol,LY,"193,103.90"
Lipton,Lipton,RTD,Global,Italy,Beverages,Mar,2017,NR,Fcst,"193,144.70"
Pepsi,Pepsi Light,Colas,Global,France,Beverages,Oct,2017,NR,Actual,"193,188.70"
7up,7-up,Flavors,Global,France,Beverages,Apr,2017,Vol,Actual,"193,332.10"
7up,7-up,Flavors,Global,France,Beverages,Apr,2017,Vol,Fcst,"193,332.10"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Jul,2017,NR,Actual,"193,455.80"
Star,Popcorn,Capture Family Fun,Local,France,Snacks,Jun,2017,NR,Fcst,"193,518.10"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,May,2017,Vol,Plan,"193,525.30"
Other CSD,Schweppes,Flavors,Local,Switzerland,Beverages,Apr,2017,Vol,Actual,"193,604.90"
Other CSD,Schweppes,Flavors,Local,Switzerland,Beverages,Apr,2017,Vol,Fcst,"193,604.90"
Lipton,Lipton,RTD,Global,Spain,Beverages,Apr,2017,Vol,Plan,"193,645.50"
Other Water,Water Gorska Natura/Krystalizne Zrodlo,Water,Local,Poland,Beverages,Jan,2017,Vol,LY,"193,686.00"
Other CSD,Evervess,Flavors,Local,France,Beverages,Jul,2017,NR,LY,"193,732.00"
Doritos,Core,Deepen Youth Footprint,Global,France,Snacks,Apr,2017,NR,Plan,"194,008.40"
Ruffles,Ruffles,Build Lays Powerbrand,Global,France,Snacks,Dec,2017,NR,LY,"194,013.90"
Mirinda,MirindaFlav,Flavors,Global,Poland,Beverages,Oct,2017,NR,LY,"194,075.30"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Jul,2017,Vol,LY,"194,192.80"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Jan,2017,NR,Actual,"194,225.00"
Other CSD,Evervess,Flavors,Local,Italy,Beverages,Jan,2017,NR,Fcst,"194,225.00"
Other CSD,IVI Local flavors,Flavors,Local,Spain,Beverages,Oct,2017,Vol,Actual,"194,246.20"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,Apr,2017,Vol,Plan,"194,254.80"
Mountain Dew,Mountain Dew,Flavors,Global,Poland,Beverages,Oct,2017,Vol,Fcst,"194,368.10"
Chipita,Sweets,Other,Local,Germany,Snacks,May,2017,NR,Plan,"194,428.60"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Nov,2017,Vol,Plan,"194,447.20"
Lay's,Scoops,Build Lays Powerbrand,Global,Poland,Snacks,Feb,2017,NR,Plan,"194,491.30"
Other Water,Toma Water,Water,Local,Italy,Beverages,Aug,2017,Vol,Plan,"194,530.00"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Jan,2017,Vol,Plan,"194,540.60"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Netherlands,Snacks,Oct,2017,NR,Actual,"194,555.40"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Sep,2017,NR,LY,"194,583.70"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Nov,2017,Vol,Fcst,"194,606.70"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,Nov,2017,NR,LY,"194,695.80"
Chipita,Sweets,Other,Local,Germany,Snacks,Jun,2017,NR,LY,"194,719.50"
Chipita,Sweets,Other,Local,Germany,Snacks,Feb,2017,Vol,Actual,"194,721.70"
Chipita,Sweets,Other,Local,Germany,Snacks,Feb,2017,Vol,Fcst,"194,721.70"
7up,7-up,Flavors,Global,Switzerland,Beverages,Nov,2017,NR,Plan,"194,803.00"
Tasty,N&S,Capture Family Fun,Local,Spain,Snacks,Feb,2017,NR,Actual,"194,852.20"
Tasty,N&S,Capture Family Fun,Local,Spain,Snacks,Feb,2017,NR,Fcst,"194,852.20"
Other Energy,RockStar,Energy,Local,Poland,Beverages,Mar,2017,NR,LY,"194,899.50"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Mar,2017,Vol,LY,"194,926.60"
Lay's,Scoops,Build Lays Powerbrand,Global,Spain,Snacks,Nov,2017,NR,LY,"194,957.40"
Lay's,PC Max,Build Lays Powerbrand,Global,Netherlands,Snacks,Jan,2017,NR,Plan,"194,993.10"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Jan,2017,Vol,Actual,"195,018.70"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Jan,2017,Vol,Fcst,"195,018.70"
Sweet,Gum,Other,Local,Spain,Snacks,Nov,2017,NR,LY,"195,104.30"
7up,7-up,Flavors,Global,France,Beverages,Jul,2017,Vol,LY,"195,188.20"
Pepsi,Pepsi Black,Colas,Global,Switzerland,Beverages,Oct,2017,NR,Plan,"195,212.00"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Aug,2017,Vol,Fcst,"195,214.70"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,Mar,2017,NR,Plan,"195,308.20"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Mar,2017,Vol,Actual,"195,309.20"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Mar,2017,Vol,Fcst,"195,309.20"
Other CSD,IVI Local flavors,Flavors,Local,Spain,Beverages,Jan,2017,Vol,Plan,"195,455.30"
Pepsi,Pepsi Max,Colas,Global,Spain,Beverages,Oct,2017,NR,Plan,"195,522.80"
Mirinda,MirindaFlav,Flavors,Global,Portugal,Beverages,Mar,2017,NR,Actual,"195,576.20"
Mirinda,MirindaFlav,Flavors,Global,Portugal,Beverages,Mar,2017,NR,Fcst,"195,576.20"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Apr,2017,Vol,Actual,"195,613.60"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Apr,2017,Vol,Fcst,"195,613.60"
Pepsi,Pepsi Light,Colas,Global,France,Beverages,Dec,2017,Vol,LY,"195,630.70"
Pepsi,Reg. Pepsi,Colas,Global,Netherlands,Beverages,Jul,2017,NR,Plan,"195,724.00"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,May,2017,NR,Plan,"195,753.30"
Lay's,PC Stix,Build Lays Powerbrand,Global,Italy,Snacks,Apr,2017,NR,LY,"195,770.40"
Other Energy,RockStar,Energy,Local,Italy,Beverages,Oct,2017,NR,Fcst,"195,824.60"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Nov,2017,NR,Actual,"195,897.10"
Lipton,Lipton,RTD,Global,Spain,Beverages,Jul,2017,Vol,Plan,"195,993.00"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,Oct,2017,NR,Fcst,"196,020.60"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Jan,2017,Vol,Actual,"196,044.80"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Jan,2017,Vol,Fcst,"196,044.80"
7up,7-up,Flavors,Global,Switzerland,Beverages,Apr,2017,NR,Plan,"196,055.60"
Other CSD,IVI Local flavors,Flavors,Local,Spain,Beverages,Nov,2017,Vol,Plan,"196,091.00"
GUD,GUD,Other,Local,Germany,Snacks,Nov,2017,Vol,Fcst,"196,100.70"
Other Juice,IVI Juices,Other,Local,Spain,Beverages,Sep,2017,Vol,Actual,"196,149.50"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Apr,2017,NR,Actual,"196,165.30"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Apr,2017,NR,Fcst,"196,165.30"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Jul,2017,Vol,Plan,"196,174.70"
Chipita,Baked Rolls,Other,Local,Germany,Snacks,Aug,2017,NR,Actual,"196,209.80"
Chipita,Baked Rolls,Other,Local,Germany,Snacks,Aug,2017,NR,Fcst,"196,209.80"
Lay's,PC Max,Build Lays Powerbrand,Global,Italy,Snacks,Dec,2017,NR,LY,"196,278.90"
Other CSD,IVI Local flavors,Flavors,Local,Portugal,Beverages,Apr,2017,Vol,LY,"196,283.30"
Other CSD,IVI Local flavors,Flavors,Local,Spain,Beverages,Oct,2017,Vol,LY,"196,291.30"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Nov,2017,Vol,Actual,"196,302.00"
Star,Ridged PC,Capture Family Fun,Local,Poland,Snacks,Dec,2017,NR,LY,"196,303.00"
Lipton,Lipton,RTD,Global,France,Beverages,Oct,2017,Vol,Fcst,"196,353.20"
Mountain Dew,Mountain Dew,Flavors,Global,Poland,Beverages,Mar,2017,Vol,Plan,"196,387.70"
Lay's,PC Strong,Build Lays Powerbrand,Global,Netherlands,Snacks,Jun,2017,NR,Plan,"196,402.50"
7up,7-up - Diet,Flavors,Global,Portugal,Beverages,Dec,2017,NR,LY,"196,495.40"
Lipton,Lipton [green],RTD,Global,Italy,Beverages,May,2017,NR,Actual,"196,595.70"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Oct,2017,Vol,Fcst,"196,602.00"
Chipita,Baked Rolls,Other,Local,France,Snacks,May,2017,Vol,Plan,"196,611.40"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,Oct,2017,Vol,Actual,"196,659.40"
Lay's,PC Max,Build Lays Powerbrand,Global,Netherlands,Snacks,May,2017,NR,LY,"196,679.30"
Pepsi,Pepsi Twist,Colas,Global,Portugal,Beverages,May,2017,Vol,LY,"196,749.40"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Feb,2017,Vol,Actual,"196,772.10"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Feb,2017,Vol,Fcst,"196,772.10"
Chipita,Sweets,Other,Local,Germany,Snacks,Aug,2017,NR,Plan,"196,803.20"
Star,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Oct,2017,NR,Plan,"196,963.00"
Lipton,Lipton,RTD,Global,France,Beverages,Dec,2017,Vol,Fcst,"196,990.70"
Pepsi,Pepsi Black,Colas,Global,Spain,Beverages,Dec,2017,NR,Fcst,"197,007.70"
Lay's,PC Max,Build Lays Powerbrand,Global,Italy,Snacks,Jul,2017,NR,Plan,"197,053.30"
Lipton,Lipton,RTD,Global,Spain,Beverages,May,2017,Vol,Actual,"197,070.50"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,May,2017,Vol,Actual,"197,166.50"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,May,2017,Vol,Fcst,"197,166.50"
7up,7-up,Flavors,Global,Italy,Beverages,Sep,2017,NR,Plan,"197,272.60"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Aug,2017,Vol,LY,"197,293.90"
Mirinda,MirindaFlav,Flavors,Global,Portugal,Beverages,May,2017,NR,Actual,"197,333.80"
Mirinda,MirindaFlav,Flavors,Global,Portugal,Beverages,May,2017,NR,Fcst,"197,333.80"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Mar,2017,NR,Fcst,"197,348.80"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Mar,2017,NR,Actual,"197,348.80"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Aug,2017,NR,LY,"197,358.00"
Other Water,Bucovina,Water,Local,France,Beverages,Jan,2017,Vol,Actual,"197,376.60"
Other Water,Bucovina,Water,Local,France,Beverages,Jan,2017,Vol,Fcst,"197,376.60"
Chipsy,Max,Build Lays Powerbrand,Local,Germany,Snacks,Jun,2017,NR,Actual,"197,397.80"
Chipsy,Max,Build Lays Powerbrand,Local,Germany,Snacks,Jun,2017,NR,Fcst,"197,397.80"
Lay's,Scoops,Build Lays Powerbrand,Global,Poland,Snacks,Aug,2017,NR,LY,"197,401.00"
Other Juice,IVI Juices,Other,Local,Spain,Beverages,Aug,2017,Vol,LY,"197,500.20"
Star,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Jan,2017,NR,LY,"197,504.20"
Lay's,PC Strong,Build Lays Powerbrand,Global,Switzerland,Snacks,Oct,2017,NR,Fcst,"197,504.50"
Mirinda,MirindaFlav,Flavors,Global,Poland,Beverages,Jul,2017,Vol,Plan,"197,543.20"
7up,7-up,Flavors,Global,Spain,Beverages,Sep,2017,NR,Fcst,"197,556.90"
Mirinda,MirindaFlav,Flavors,Global,Portugal,Beverages,Sep,2017,NR,Actual,"197,600.20"
Pepsi,Pepsi Twist,Colas,Global,Portugal,Beverages,Oct,2017,Vol,LY,"197,604.40"
Tasty,N&S,Capture Family Fun,Local,Spain,Snacks,Nov,2017,NR,Fcst,"197,678.80"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Spain,Snacks,Sep,2017,Vol,Fcst,"197,771.60"
Chipita,Baked Rolls,Other,Local,Germany,Snacks,Jun,2017,Vol,Actual,"197,775.20"
Chipita,Baked Rolls,Other,Local,Germany,Snacks,Jun,2017,Vol,Fcst,"197,775.20"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Oct,2017,NR,Actual,"197,783.50"
Lay's,Scoops,Build Lays Powerbrand,Global,Poland,Snacks,Jul,2017,NR,LY,"197,805.70"
Sunbites,Cracker,Other,Global,Poland,Snacks,Dec,2017,NR,LY,"197,808.40"
Other Juice,Toma Juice,Other,Local,Italy,Beverages,Oct,2017,NR,Actual,"197,869.00"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,May,2017,NR,LY,"197,870.10"
Mirinda,MirindaFlav,Flavors,Global,Poland,Beverages,Apr,2017,Vol,Fcst,"197,877.40"
Mirinda,MirindaFlav,Flavors,Global,Poland,Beverages,Apr,2017,Vol,Actual,"197,877.40"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,Oct,2017,Vol,Plan,"197,885.00"
7up,7-up,Flavors,Global,Spain,Beverages,Sep,2017,NR,Actual,"197,988.10"
Sunbites,Cracker,Other,Global,Poland,Snacks,Jul,2017,NR,Fcst,"198,048.70"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,Nov,2017,NR,Plan,"198,158.30"
Sunbites,Cracker,Other,Global,Poland,Snacks,Jul,2017,NR,Actual,"198,191.10"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Jan,2017,Vol,LY,"198,213.80"
Lipton,Lipton,RTD,Global,Italy,Beverages,Jun,2017,Vol,Fcst,"198,245.90"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,May,2017,Vol,Actual,"198,266.70"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,May,2017,Vol,Fcst,"198,266.70"
Pepsi,Pepsi Twist,Colas,Global,Poland,Beverages,Sep,2017,Vol,LY,"198,294.10"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,Apr,2017,Vol,LY,"198,335.70"
Ruffles,Ruffles,Build Lays Powerbrand,Global,Spain,Snacks,Apr,2017,Vol,LY,"198,339.40"
Pepsi,Pepsi Max,Colas,Global,Switzerland,Beverages,Apr,2017,NR,Actual,"198,353.30"
Pepsi,Pepsi Max,Colas,Global,Switzerland,Beverages,Apr,2017,NR,Fcst,"198,353.30"
Pepsi,Pepsi Light,Colas,Global,France,Beverages,Apr,2017,Vol,Actual,"198,575.00"
Pepsi,Pepsi Light,Colas,Global,France,Beverages,Apr,2017,Vol,Fcst,"198,575.00"
Lipton,Lipton,RTD,Global,Spain,Beverages,Jul,2017,Vol,LY,"198,602.80"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Jan,2017,Vol,Plan,"198,671.10"
Star,Popcorn,Capture Family Fun,Local,France,Snacks,Aug,2017,NR,LY,"198,729.30"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Apr,2017,Vol,Actual,"198,731.60"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Apr,2017,Vol,Fcst,"198,731.60"
Lipton,Lipton,RTD,Global,France,Beverages,Nov,2017,Vol,Fcst,"198,820.80"
Lay's,PC Strong,Build Lays Powerbrand,Global,France,Snacks,May,2017,NR,Fcst,"198,821.50"
Lipton,Lipton,RTD,Global,Italy,Beverages,Jul,2017,Vol,Fcst,"198,855.30"
Lay's,PC Strong,Build Lays Powerbrand,Global,Switzerland,Snacks,Mar,2017,NR,Plan,"198,881.10"
Mirinda,MirindaFlav,Flavors,Global,France,Beverages,Apr,2017,NR,Actual,"198,982.30"
Mirinda,MirindaFlav,Flavors,Global,France,Beverages,Apr,2017,NR,Fcst,"198,982.30"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Mar,2017,Vol,Actual,"199,003.20"
Mr. Snaki,Mr. Snaki,Capture Family Fun,Local,Poland,Snacks,Mar,2017,Vol,Fcst,"199,003.20"
Pepsi,Pepsi Light,Colas,Global,France,Beverages,Dec,2017,Vol,Plan,"199,025.50"
Lay's,PC Strong,Build Lays Powerbrand,Global,Switzerland,Snacks,Mar,2017,NR,Actual,"199,183.70"
Lay's,PC Strong,Build Lays Powerbrand,Global,Switzerland,Snacks,Mar,2017,NR,Fcst,"199,183.70"
Lay's,PC Max,Build Lays Powerbrand,Global,Netherlands,Snacks,Aug,2017,NR,Plan,"199,191.00"
7up,7-up,Flavors,Global,France,Beverages,Sep,2017,Vol,Plan,"199,318.70"
7up,7-up,Flavors,Global,Italy,Beverages,Dec,2017,NR,Actual,"199,367.20"
Tasty,N&S,Capture Family Fun,Local,Spain,Snacks,Nov,2017,NR,Actual,"199,410.00"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Jan,2017,Vol,Actual,"199,427.80"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Jan,2017,Vol,Fcst,"199,432.70"
7up,7-up,Flavors,Global,France,Beverages,Jun,2017,Vol,LY,"199,476.90"
Pepsi,Pepsi Twist,Colas,Global,Poland,Beverages,Dec,2017,Vol,Plan,"199,514.00"
Chipita,Baked Rolls,Other,Local,France,Snacks,Nov,2017,Vol,Fcst,"199,619.60"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Sep,2017,Vol,Fcst,"199,638.60"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Nov,2017,NR,Plan,"199,688.90"
Star,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,May,2017,NR,Plan,"199,708.50"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Apr,2017,Vol,Actual,"199,714.50"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Apr,2017,Vol,Fcst,"199,714.50"
Chipita,Sweets,Other,Local,Germany,Snacks,Mar,2017,NR,LY,"199,833.10"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Jul,2017,Vol,Plan,"199,897.40"
Lipton,Lipton,RTD,Global,France,Beverages,May,2017,Vol,LY,"199,928.90"
Star,PC,Capture Family Fun,Local,Poland,Snacks,Oct,2017,Vol,Plan,"200,197.70"
Lipton,Lipton,RTD,Global,Italy,Beverages,Aug,2017,NR,Plan,"200,226.30"
Other CSD,Evervess,Flavors,Local,France,Beverages,Jun,2017,NR,Plan,"200,241.80"
Mirinda,MirindaFlav,Flavors,Global,France,Beverages,Nov,2017,NR,Actual,"200,390.10"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,Oct,2017,Vol,Fcst,"200,456.20"
Other CSD,IVI Local flavors,Flavors,Local,Spain,Beverages,Jan,2017,Vol,Actual,"200,458.00"
Other CSD,IVI Local flavors,Flavors,Local,Spain,Beverages,Jan,2017,Vol,Fcst,"200,458.00"
Other Juice,Toma Juice,Other,Local,Switzerland,Beverages,Nov,2017,NR,Fcst,"200,477.70"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Netherlands,Snacks,Aug,2017,NR,Actual,"200,692.80"
Cheetos,Extruded / Pellet,Capture Family Fun,Global,Netherlands,Snacks,Aug,2017,NR,Fcst,"200,692.80"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,Jan,2017,NR,LY,"200,750.40"
Mountain Dew,Mountain Dew,Flavors,Global,France,Beverages,Nov,2017,Vol,Plan,"200,751.90"
Other Energy,RockStar,Energy,Local,Italy,Beverages,Jun,2017,NR,LY,"201,009.80"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,May,2017,Vol,Plan,"201,104.60"
Other Water,Water Gorska Natura/Krystalizne Zrodlo,Water,Local,Poland,Beverages,Dec,2017,Vol,LY,"201,136.70"
Lay's,PC Stix,Build Lays Powerbrand,Global,Italy,Snacks,Dec,2017,NR,Fcst,"201,174.20"
7up,7-up,Flavors,Global,Switzerland,Beverages,May,2017,NR,LY,"201,421.60"
Lay's,PC Baked,Build Lays Powerbrand,Global,Spain,Snacks,Aug,2017,NR,Plan,"201,475.60"
Lay's,PC Strong,Build Lays Powerbrand,Global,Switzerland,Snacks,Jun,2017,NR,Plan,"201,513.30"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Oct,2017,Vol,Actual,"201,530.00"
Quaker,Oats,Other,Global,Belgium,Snacks,Sep,2017,NR,Fcst,"201,659.00"
Other Juice,Toma Juice,Other,Local,Italy,Beverages,Jan,2017,NR,Actual,"201,701.10"
Other Juice,Toma Juice,Other,Local,Italy,Beverages,Jan,2017,NR,Fcst,"201,701.30"
Pepsi,Pepsi Black,Colas,Global,Spain,Beverages,Oct,2017,NR,Fcst,"201,903.20"
Other Juice,IVI Juices,Other,Local,Spain,Beverages,Jun,2017,Vol,Actual,"201,912.40"
Other Juice,IVI Juices,Other,Local,Spain,Beverages,Jun,2017,Vol,Fcst,"201,912.40"
Chipita,Sweets,Other,Local,Germany,Snacks,Jun,2017,Vol,LY,"202,001.80"
Lipton,Lipton,RTD,Global,Italy,Beverages,Sep,2017,NR,LY,"202,030.10"
Quaker,Oats,Other,Global,Belgium,Snacks,Sep,2017,NR,Plan,"202,185.60"
Star,PC,Capture Family Fun,Local,Poland,Snacks,May,2017,Vol,Actual,"202,190.00"
Star,PC,Capture Family Fun,Local,Poland,Snacks,May,2017,Vol,Fcst,"202,190.00"
Pepsi,Pepsi Max,Colas,Global,Spain,Beverages,Dec,2017,NR,Plan,"202,238.60"
Mirinda,Mirinda,Flavors,Global,Switzerland,Beverages,Nov,2017,NR,LY,"202,242.00"
Lay's,PC Core,Build Lays Powerbrand,Global,Netherlands,Snacks,Nov,2017,Vol,Fcst,"202,280.90"
Lipton,Lipton,RTD,Global,Spain,Beverages,Feb,2017,NR,Plan,"202,319.40"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,Jun,2017,NR,Fcst,"202,323.10"
Lay's,PC Core,Build Lays Powerbrand,Global,Italy,Snacks,Jun,2017,NR,Actual,"202,324.40"
7up,7-up,Flavors,Global,Italy,Beverages,Jan,2017,NR,Plan,"202,349.00"
Mirinda,MirindaFlav,Flavors,Global,France,Beverages,May,2017,NR,LY,"202,456.10"
Star,Extruded / Pellet,Capture Family Fun,Local,Poland,Snacks,Sep,2017,NR,LY,"202,490.30"
Lay's,PC Strong,Build Lays Powerbrand,Global,Switzerland,Snacks,Nov,2017,NR,Plan,"202,584.50"
Lay's,Scoops,Build Lays Powerbrand,Global,Poland,Snacks,Jun,2017,NR,LY,"202,596.10"
Mirinda,Mirinda,Flavors,Global,Italy,Beverages,Feb,2017,Vol,LY,"202,607.80"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,Nov,2017,Vol,Fcst,"202,627.40"
7up,7-up,Flavors,Global,Italy,Beverages,Aug,2017,NR,LY,"202,803.90"
Pepsi,Pepsi Light,Colas,Global,France,Beverages,Apr,2017,Vol,LY,"202,858.80"
Lay's,PC Max,Build Lays Powerbrand,Global,Italy,Snacks,Jan,2017,NR,Actual,"202,923.60"
Lay's,PC Max,Build Lays Powerbrand,Global,Italy,Snacks,Jan,2017,NR,Fcst,"202,923.60"
Other Water,Kristalyv¡z,Water,Local,Switzerland,Beverages,Sep,2017,Vol,Fcst,"203,097.10"
7up,7-up,Flavors,Global,Portugal,Beverages,Nov,2017,NR,Plan,"203,148.50"
Lipton,Lipton,RTD,Global,Italy,Beverages,Dec,2017,Vol,Fcst,"203,149.20"
GUD,GUD,Other,Local,Germany,Snacks,Oct,2017,Vol,Plan,"203,282.90"
Doritos,Core,Deepen Youth Footprint,Global,France,Snacks,Mar,2017,NR,Fcst,"203,296.50"
Doritos,Core,Deepen Youth Footprint,Global,France,Snacks,Mar,2017,NR,Actual,"203,296.50"
Lipton,Lipton,RTD,Global,Italy,Beverages,Sep,2017,Vol,Fcst,"203,322.20"
7up,7-up,Flavors,Global,Switzerland,Beverages,May,2017,NR,Plan,"203,404.40"
Other Juice,Toma Juice,Other,Local,Switzerland,Beverages,Dec,2017,NR,Fcst,"203,408.80"
Lay's,PC Strong,Build Lays Powerbrand,Global,Poland,Snacks,Mar,2017,Vol,LY,"203,423.20"
Tasty,Extruded / Pellet,Capture Family Fun,Local,Spain,Snacks,Feb,2017,Vol,LY,"203,461.80"
